"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"09","61903","0000000",,2015,78,"B",2337,2231,940,6,"2",270,118,"2465.7","2","11","13","45","42",118,"3","39","58","2","42","57","5","48","47","0","0","0"
"09","61903","0000000",,2015,78,"B",2337,2231,940,7,"2",264,93,"2465.9","4","14","18","25","57",93,"11","23","67","8","38","55","5","57","38","0","0","0"
"09","61903","0000000",,2015,78,"B",2337,2231,940,7,"1",264,93,"2488.7","4","20","25","25","51",93,"10","33","57","11","45","44","5","55","40","13","49","38"
"09","61903","0000000",,2015,78,"B",2337,2231,940,8,"1",289,115,"2528.7","6","27","33","37","30",115,"17","47","37","9","57","35","9","62","30","12","64","23"
"09","61903","0000000",,2015,78,"B",2337,2231,940,8,"2",289,115,"2490.6","3","10","13","30","57",115,"4","35","61","4","48","48","4","49","47","0","0","0"
"09","61903","0000000",,2015,78,"B",2337,2231,940,11,"2",274,95,"2467.7","1","3","4","14","81",91,"2","24","74","1","30","69","0","42","58","0","0","0"
"09","61903","0000000",,2015,78,"B",2337,2231,940,11,"1",274,98,"2502.8","3","19","23","27","51",93,"9","46","45","9","37","55","3","52","45","6","59","34"
"09","61903","0000000",,2015,78,"B",2337,2231,940,13,"1",2021,831,"","6","19","25","32","43",825,"11","43","46","7","47","46","6","64","30","10","59","32"
"09","61903","0000000",,2015,78,"B",2337,2231,940,13,"2",2021,829,"","2","12","15","31","54",825,"6","30","64","5","38","57","5","49","46","0","0","0"
"09","61903","0000000",,2015,79,"B",2337,2231,5,3,"1",314,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2015,79,"B",2337,2231,5,3,"2",314,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2015,79,"B",2337,2231,5,6,"2",270,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2015,79,"B",2337,2231,5,6,"1",270,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2015,79,"B",2337,2231,5,8,"1",289,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2015,79,"B",2337,2231,5,8,"2",289,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2015,79,"B",2337,2231,5,13,"2",2021,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2015,79,"B",2337,2231,5,13,"1",2021,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,3,"2",314,133,"2450.6","24","38","62","23","15",133,"35","44","21","34","52","14","34","54","12","0","0","0"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,3,"1",314,135,"2459.3","37","26","63","22","15",134,"39","45","16","35","45","20","37","57","6","32","51","17"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,4,"1",308,132,"2490.4","34","29","63","15","21",131,"34","44","22","34","46","21","24","64","11","25","61","14"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,4,"2",308,131,"2483.7","17","39","56","28","16",131,"31","41","27","25","53","22","27","48","25","0","0","0"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,5,"2",302,150,"2503.9","16","23","39","36","25",150,"21","37","41","20","53","27","13","55","31","0","0","0"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,5,"1",302,150,"2531.1","27","38","65","22","13",150,"37","47","17","30","52","18","29","62","9","33","59","8"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,6,"1",270,124,"2550.4","25","36","61","26","13",123,"34","46","20","27","46","28","17","75","8","38","54","8"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,6,"2",270,123,"2540.1","16","29","46","39","15",123,"27","48","25","15","60","25","20","61","20","0","0","0"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,7,"2",264,129,"2558.6","17","32","49","36","16",129,"29","45","26","19","60","21","22","66","12","0","0","0"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,7,"1",264,130,"2571.1","19","42","60","24","16",129,"35","43","22","28","56","16","25","63","12","25","58","17"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,8,"1",289,140,"2586.5","16","48","64","22","14",140,"37","45","18","26","58","16","23","64","14","26","62","11"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,8,"2",289,141,"2551.2","12","28","40","33","27",141,"21","47","33","11","68","21","18","59","23","0","0","0"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,11,"2",274,110,"2559.3","10","17","27","25","48",106,"21","30","49","13","42","44","15","53","32","0","0","0"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,11,"1",274,111,"2586.6","26","28","54","24","22",104,"35","46","19","26","44","30","22","57","21","28","56","16"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,13,"1",2021,922,"","26","36","62","22","16",911,"36","45","19","30","50","21","26","63","11","30","57","13"
"09","61903","0000000",,2015,80,"B",2337,2231,1082,13,"2",2021,917,"","16","30","46","32","23",913,"27","42","32","20","56","24","21","57","22","0","0","0"
"09","61903","0000000",,2015,90,"B",2337,2231,220,3,"2",314,18,"2387.3","0","39","39","17","44",18,"17","22","61","0","44","56","17","50","33","0","0","0"
"09","61903","0000000",,2015,90,"B",2337,2231,220,3,"1",314,18,"2375.2","0","28","28","33","39",18,"6","56","39","0","44","56","11","44","44","0","61","39"
"09","61903","0000000",,2015,90,"B",2337,2231,220,4,"1",308,21,"2394.4","10","14","24","24","52",21,"14","38","48","0","38","62","0","57","43","5","50","45"
"09","61903","0000000",,2015,90,"B",2337,2231,220,4,"2",308,21,"2402.9","0","5","5","48","48",21,"0","14","86","0","38","62","10","29","62","0","0","0"
"09","61903","0000000",,2015,90,"B",2337,2231,220,5,"2",302,31,"2423.1","0","6","6","29","65",31,"3","10","87","3","26","71","3","32","65","0","0","0"
"09","61903","0000000",,2015,90,"B",2337,2231,220,5,"1",302,31,"2444.3","3","16","19","29","52",31,"3","52","45","10","39","52","6","58","35","10","65","26"
"09","61903","0000000",,2015,90,"B",2337,2231,220,6,"1",270,37,"2487.2","3","30","32","41","27",37,"16","51","32","5","49","46","11","68","22","14","73","14"
"09","61903","0000000",,2015,90,"B",2337,2231,220,6,"2",270,37,"2471.2","5","8","14","43","43",37,"8","35","57","3","41","57","5","51","43","0","0","0"
"09","61903","0000000",,2015,90,"B",2337,2231,220,7,"2",264,30,"2458.7","0","17","17","27","57",30,"7","30","63","0","43","57","0","67","33","0","0","0"
"09","61903","0000000",,2015,90,"B",2337,2231,220,7,"1",264,30,"2487.5","0","23","23","30","47",30,"10","40","50","10","50","40","7","57","37","10","50","40"
"09","61903","0000000",,2015,90,"B",2337,2231,220,8,"1",289,36,"2521.2","3","33","36","28","36",36,"17","33","50","8","56","36","14","53","33","6","75","19"
"09","61903","0000000",,2015,90,"B",2337,2231,220,8,"2",289,36,"2489.8","0","14","14","31","56",36,"3","36","61","3","50","47","0","64","36","0","0","0"
"09","61903","0000000",,2015,90,"B",2337,2231,220,11,"2",274,23,"2451.4","0","0","0","18","82",22,"0","18","82","0","18","82","0","55","45","0","0","0"
"09","61903","0000000",,2015,90,"B",2337,2231,220,11,"1",274,23,"2480.9","0","17","17","26","57",23,"9","48","43","4","30","65","0","48","52","4","52","43"
"09","61903","0000000",,2015,90,"B",2337,2231,220,13,"1",2021,196,"","3","24","27","31","43",196,"11","45","44","6","45","49","8","56","36","8","63","30"
"09","61903","0000000",,2015,90,"B",2337,2231,220,13,"2",2021,196,"","1","12","13","31","56",195,"5","25","70","2","38","61","4","51","45","0","0","0"
"09","61903","0000000",,2015,91,"B",2337,2231,758,3,"1",314,127,"2390.5","11","18","29","31","40",127,"15","45","40","11","47","42","15","70","15","11","49","40"
"09","61903","0000000",,2015,91,"B",2337,2231,758,3,"2",314,126,"2404.1","7","25","32","36","33",126,"13","45","41","11","48","40","15","55","30","0","0","0"
"09","61903","0000000",,2015,91,"B",2337,2231,758,4,"2",308,124,"2422.0","0","18","18","38","44",124,"2","36","61","2","44","55","2","52","45","0","0","0"
"09","61903","0000000",,2015,91,"B",2337,2231,758,4,"1",308,125,"2419.1","7","11","19","31","50",124,"9","44","47","3","53","44","6","70","23","8","55","38"
"09","61903","0000000",,2015,91,"B",2337,2231,758,5,"1",302,123,"2477.2","8","32","40","30","30",123,"15","47","37","11","56","33","9","71","20","12","68","20"
"09","61903","0000000",,2015,91,"B",2337,2231,758,5,"2",302,124,"2459.0","2","18","19","31","49",124,"7","31","61","6","41","53","5","48","47","0","0","0"
"09","61903","0000000",,2015,91,"B",2337,2231,758,6,"2",270,91,"2490.6","2","15","18","51","32",91,"5","48","46","1","54","45","4","54","42","0","0","0"
"09","61903","0000000",,2015,91,"B",2337,2231,758,6,"1",270,91,"2486.4","5","24","30","35","35",91,"10","43","47","13","35","52","3","74","23","14","73","13"
"09","61903","0000000",,2015,91,"B",2337,2231,758,7,"2",264,75,"2496.5","5","20","25","33","41",75,"17","27","56","8","52","40","5","61","33","0","0","0"
"09","61903","0000000",,2015,91,"B",2337,2231,758,7,"1",264,75,"2518.1","9","27","36","29","35",75,"19","33","48","15","49","36","11","60","29","17","57","25"
"09","61903","0000000",,2015,91,"B",2337,2231,758,8,"2",289,80,"2499.7","1","15","16","35","49",80,"9","41","50","1","59","40","5","53","43","0","0","0"
"09","61903","0000000",,2015,91,"B",2337,2231,758,8,"1",289,79,"2547.0","8","35","43","35","22",79,"22","49","29","15","61","24","9","70","22","16","65","19"
"09","61903","0000000",,2015,91,"B",2337,2231,758,11,"1",274,54,"2542.3","12","29","40","25","35",52,"15","50","35","19","40","40","8","63","29","12","62","27"
"09","61903","0000000",,2015,91,"B",2337,2231,758,11,"2",274,52,"2517.6","2","10","12","20","67",49,"10","29","61","6","43","51","4","45","51","0","0","0"
"09","61903","0000000",,2015,91,"B",2337,2231,758,13,"1",2021,674,"","8","24","32","31","36",671,"14","45","41","11","50","39","9","69","22","13","61","27"
"09","61903","0000000",,2015,91,"B",2337,2231,758,13,"2",2021,672,"","3","18","21","36","43",669,"9","38","54","5","48","47","6","53","41","0","0","0"
"09","61903","0000000",,2015,92,"B",2337,2231,278,3,"2",314,37,"2416.4","11","27","38","35","27",37,"27","46","27","16","51","32","24","54","22","0","0","0"
"09","61903","0000000",,2015,92,"B",2337,2231,278,3,"1",314,37,"2422.4","19","32","51","16","32",37,"27","41","32","30","32","38","19","68","14","22","46","32"
"09","61903","0000000",,2015,92,"B",2337,2231,278,4,"1",308,32,"2466.3","26","23","48","19","32",31,"29","42","29","13","68","19","16","68","16","26","48","26"
"09","61903","0000000",,2015,92,"B",2337,2231,278,4,"2",308,31,"2455.9","6","26","32","42","26",31,"19","39","42","13","61","26","19","45","35","0","0","0"
"09","61903","0000000",,2015,92,"B",2337,2231,278,5,"2",302,43,"2465.8","2","9","12","44","44",43,"2","35","63","2","49","49","2","53","44","0","0","0"
"09","61903","0000000",,2015,92,"B",2337,2231,278,5,"1",302,43,"2500.2","12","37","49","28","23",43,"26","51","23","12","67","21","23","67","9","23","63","14"
"09","61903","0000000",,2015,92,"B",2337,2231,278,6,"1",270,36,"2541.1","19","36","56","39","6",36,"31","53","17","22","47","31","11","83","6","28","61","11"
"09","61903","0000000",,2015,92,"B",2337,2231,278,6,"2",270,35,"2541.7","11","34","46","43","11",35,"29","51","20","9","63","29","20","66","14","0","0","0"
"09","61903","0000000",,2015,92,"B",2337,2231,278,7,"2",264,29,"2516.1","7","38","45","24","31",29,"28","31","41","7","55","38","21","59","21","0","0","0"
"09","61903","0000000",,2015,92,"B",2337,2231,278,7,"1",264,29,"2531.2","14","28","41","28","31",29,"21","38","41","21","52","28","10","66","24","14","52","34"
"09","61903","0000000",,2015,92,"B",2337,2231,278,8,"1",289,46,"2574.9","15","41","57","26","17",46,"26","57","17","20","61","20","22","65","13","33","52","15"
"09","61903","0000000",,2015,92,"B",2337,2231,278,8,"2",289,46,"2555.3","15","22","37","35","28",46,"20","52","28","11","70","20","17","54","28","0","0","0"
"09","61903","0000000",,2015,92,"B",2337,2231,278,11,"2",274,28,"2517.1","7","4","11","19","70",27,"11","26","63","7","37","56","4","48","48","0","0","0"
"09","61903","0000000",,2015,92,"B",2337,2231,278,11,"1",274,28,"2555.2","12","19","31","50","19",26,"19","58","23","19","58","23","8","65","27","15","69","15"
"09","61903","0000000",,2015,92,"B",2337,2231,278,13,"1",2021,251,"","17","32","49","29","23",248,"26","49","25","19","55","25","17","69","15","24","56","20"
"09","61903","0000000",,2015,92,"B",2337,2231,278,13,"2",2021,249,"","9","23","31","35","33",248,"19","41","40","9","56","35","15","54","30","0","0","0"
"09","61903","0000000",,2015,93,"B",2337,2231,382,3,"2",314,56,"2449.3","20","50","70","13","18",56,"34","41","25","38","46","16","29","63","9","0","0","0"
"09","61903","0000000",,2015,93,"B",2337,2231,382,3,"1",314,57,"2462.7","45","21","66","23","11",56,"41","48","11","38","41","21","29","63","9","38","50","13"
"09","61903","0000000",,2015,93,"B",2337,2231,382,4,"1",308,77,"2510.1","39","36","75","13","12",77,"38","49","13","42","49","9","25","68","8","36","56","8"
"09","61903","0000000",,2015,93,"B",2337,2231,382,4,"2",308,77,"2502.6","22","45","68","25","8",77,"40","43","17","34","53","13","29","56","16","0","0","0"
"09","61903","0000000",,2015,93,"B",2337,2231,382,5,"2",302,44,"2508.7","23","18","41","39","20",44,"32","27","41","18","55","27","20","61","18","0","0","0"
"09","61903","0000000",,2015,93,"B",2337,2231,382,5,"1",302,44,"2530.7","23","43","66","23","11",44,"45","34","20","30","50","20","30","57","14","34","55","11"
"09","61903","0000000",,2015,93,"B",2337,2231,382,6,"1",270,44,"2572.3","36","27","64","30","7",44,"36","50","14","34","48","18","25","73","2","41","55","5"
"09","61903","0000000",,2015,93,"B",2337,2231,382,6,"2",270,44,"2547.5","16","41","57","30","14",44,"32","39","30","20","59","20","25","57","18","0","0","0"
"09","61903","0000000",,2015,93,"B",2337,2231,382,7,"2",264,53,"2579.3","23","40","62","26","11",53,"34","47","19","30","53","17","28","68","4","0","0","0"
"09","61903","0000000",,2015,93,"B",2337,2231,382,7,"1",264,53,"2592.9","21","55","75","17","8",53,"40","47","13","40","51","9","28","64","8","26","66","8"
"09","61903","0000000",,2015,93,"B",2337,2231,382,8,"1",289,39,"2596.2","21","46","67","21","13",39,"38","46","15","29","53","18","21","72","8","33","54","13"
"09","61903","0000000",,2015,93,"B",2337,2231,382,8,"2",289,39,"2574.0","18","34","53","29","18",38,"26","53","21","26","61","13","26","53","21","0","0","0"
"09","61903","0000000",,2015,93,"B",2337,2231,382,11,"2",274,33,"2572.4","15","12","27","27","45",33,"24","36","39","18","36","45","18","58","24","0","0","0"
"09","61903","0000000",,2015,93,"B",2337,2231,382,11,"1",274,33,"2606.0","33","21","55","30","15",33,"45","39","15","33","39","27","24","58","18","30","55","15"
"09","61903","0000000",,2015,93,"B",2337,2231,382,13,"1",2021,347,"","32","36","68","21","11",346,"40","46","14","36","48","17","26","65","9","34","56","10"
"09","61903","0000000",,2015,93,"B",2337,2231,382,13,"2",2021,346,"","20","37","57","26","17",345,"33","41","26","28","52","20","26","59","15","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,3,"1",314,32,"2487.7","53","25","78","9","13",32,"56","28","16","47","41","13","44","44","13","50","41","9"
"09","61903","0000000",,2015,94,"B",2337,2231,215,3,"2",314,33,"2482.3","39","36","76","9","15",33,"48","39","12","58","30","12","52","36","12","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,4,"2",308,34,"2511.9","26","44","71","24","6",34,"44","35","21","32","53","15","32","53","15","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,4,"1",308,34,"2526.2","50","26","76","18","6",34,"41","53","6","38","50","12","38","62","0","36","64","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,5,"1",302,42,"2569.7","50","33","83","10","7",42,"57","29","14","50","43","7","48","45","7","55","45","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,5,"2",302,42,"2547.3","36","29","64","24","12",42,"40","43","17","40","50","10","19","71","10","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,6,"2",270,23,"2568.5","30","17","48","48","4",23,"39","57","4","35","52","13","30","61","9","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,6,"1",270,23,"2581.1","39","39","78","13","9",23,"43","43","13","35","57","9","26","61","13","52","39","9"
"09","61903","0000000",,2015,94,"B",2337,2231,215,7,"1",264,19,"2590.7","33","39","72","17","11",18,"44","44","11","28","67","6","33","61","6","50","39","11"
"09","61903","0000000",,2015,94,"B",2337,2231,215,7,"2",264,18,"2589.3","28","39","67","28","6",18,"44","39","17","28","56","17","39","56","6","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,8,"2",289,18,"2589.1","17","33","50","44","6",18,"11","67","22","11","78","11","28","61","11","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,8,"1",289,18,"2618.4","28","44","72","28","0",18,"50","44","6","39","56","6","28","72","0","39","61","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,11,"1",274,16,"2647.1","44","31","75","19","6",16,"44","44","13","44","44","13","44","50","6","56","38","6"
"09","61903","0000000",,2015,94,"B",2337,2231,215,11,"2",274,16,"2606.9","13","44","56","6","38",16,"38","31","31","13","56","31","25","56","19","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,13,"2",2021,184,"","29","34","64","25","11",184,"40","43","17","35","51","14","32","57","11","0","0","0"
"09","61903","0000000",,2015,94,"B",2337,2231,215,13,"1",2021,184,"","45","33","78","15","8",183,"49","39","11","42","49","9","39","55","7","48","47","4"
"09","61903","0000000",,2015,99,"B",2337,2231,1946,3,"1",314,263,"2422.1","23","22","45","26","29",262,"26","45","30","23","43","34","20","67","13","22","49","29"
"09","61903","0000000",,2015,99,"B",2337,2231,1946,3,"2",314,263,"2424.9","14","31","45","29","26",263,"25","41","34","21","48","31","24","52","24","0","0","0"
"09","61903","0000000",,2015,99,"B",2337,2231,1946,4,"2",308,265,"2463.8","11","30","41","35","25",265,"21","37","42","16","52","32","17","51","32","0","0","0"
