"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"09","61903","0000000",,2016,78,"B",863,"841",837,13,"1",863,"841","","6","20","26","29","45","837","10","43","48","9","43","48","8","64","28","12","57","31"
"09","61903","0000000",,2016,78,"B",863,"840",838,13,"2",863,"840","","4","11","15","32","53","838","8","27","64","5","40","55","6","45","49","0","0","0"
"09","61903","0000000",,2016,79,"B",3,"3",3,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,79,"B",3,"3",3,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,79,"B",3,"3",3,7,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,79,"B",3,"3",3,7,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,79,"B",3,"3",3,13,"2",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,79,"B",3,"3",3,13,"1",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0000000",,2016,80,"B",1026,"963",956,3,"2",168,"168","2455.8","24","43","68","18","14","168","43","38","19","38","48","14","36","49","15","0","0","0"
"09","61903","0000000",,2016,80,"B",1026,"968",966,3,"1",168,"167","2450.8","34","29","62","22","16","167","34","47","19","29","54","16","31","62","8","25","57","17"
"09","61903","0000000",,2016,80,"B",1026,"968",966,4,"1",150,"144","2493.5","40","21","61","17","22","144","34","45","21","42","35","23","22","66","13","28","52","19"
"09","61903","0000000",,2016,80,"B",1026,"963",956,4,"2",150,"144","2493.0","28","29","57","26","17","144","35","38","27","35","43","22","34","44","22","0","0","0"
"09","61903","0000000",,2016,80,"B",1026,"963",956,5,"2",132,"128","2509.6","22","21","43","32","24","127","30","34","36","21","46","32","22","53","25","0","0","0"
"09","61903","0000000",,2016,80,"B",1026,"968",966,5,"1",132,"128","2530.7","34","32","66","15","20","128","30","52","17","37","42","21","28","60","12","39","49","12"
"09","61903","0000000",,2016,80,"B",1026,"968",966,6,"1",150,"145","2561.9","26","41","66","23","11","145","28","57","15","39","44","17","25","68","7","37","56","7"
"09","61903","0000000",,2016,80,"B",1026,"963",956,6,"2",150,"145","2543.8","17","30","48","33","19","145","28","45","28","18","61","21","21","60","19","0","0","0"
"09","61903","0000000",,2016,80,"B",1026,"963",956,7,"2",135,"121","2554.5","18","30","48","35","18","120","29","48","23","25","52","23","21","59","20","0","0","0"
"09","61903","0000000",,2016,80,"B",1026,"968",966,7,"1",135,"124","2561.7","15","42","57","25","18","124","27","52","21","31","48","21","17","73","10","26","60","15"
"09","61903","0000000",,2016,80,"B",1026,"968",966,8,"1",140,"125","2580.5","21","41","62","18","21","125","40","42","18","29","44","27","29","58","13","27","51","22"
"09","61903","0000000",,2016,80,"B",1026,"963",956,8,"2",140,"124","2552.2","17","26","42","28","30","121","23","40","37","21","59","21","17","56","27","0","0","0"
"09","61903","0000000",,2016,80,"B",1026,"963",956,11,"2",151,"133","2582.0","16","17","33","33","34","131","23","37","40","17","51","32","19","54","27","0","0","0"
"09","61903","0000000",,2016,80,"B",1026,"968",966,11,"1",151,"135","2603.0","30","32","62","17","21","133","41","43","16","34","42","24","24","56","20","38","46","17"
"09","61903","0000000",,2016,80,"B",1026,"968",966,13,"1",1026,"968","","29","33","62","20","18","966","33","48","18","34","44","21","25","63","11","31","53","15"
"09","61903","0000000",,2016,80,"B",1026,"963",956,13,"2",1026,"963","","21","29","49","29","22","956","31","40","29","26","51","23","25","53","22","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",181,3,"1",24,"24","2358.5","0","21","21","13","67","24","0","58","42","4","17","79","13","54","33","0","50","50"
"09","61903","0000000",,2016,90,"B",187,"182",182,3,"2",24,"24","2382.8","4","13","17","46","38","24","8","50","42","0","50","50","8","54","38","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",182,4,"2",21,"20","2423.3","0","10","10","50","40","20","0","35","65","0","55","45","0","45","55","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",181,4,"1",21,"20","2428.6","5","15","20","35","45","20","10","50","40","5","60","35","10","65","25","15","50","35"
"09","61903","0000000",,2016,90,"B",187,"182",181,5,"1",21,"20","2474.5","20","15","35","15","50","20","20","35","45","15","35","50","10","60","30","10","70","20"
"09","61903","0000000",,2016,90,"B",187,"182",182,5,"2",21,"21","2412.1","0","0","0","29","71","21","5","19","76","0","24","76","0","29","71","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",182,6,"2",31,"31","2428.3","0","10","10","26","65","31","3","23","74","3","26","71","3","29","68","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",181,6,"1",31,"31","2461.1","0","23","23","29","48","31","6","45","48","13","29","58","3","68","29","3","74","23"
"09","61903","0000000",,2016,90,"B",187,"182",181,7,"1",36,"35","2495.1","6","23","29","23","49","35","14","37","49","11","34","54","6","63","31","9","51","40"
"09","61903","0000000",,2016,90,"B",187,"182",182,7,"2",36,"35","2476.3","3","11","14","26","60","35","9","23","69","6","20","74","6","49","46","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",182,8,"2",31,"31","2459.9","0","10","10","23","68","31","0","26","74","0","48","52","0","45","55","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",181,8,"1",31,"31","2498.4","0","16","16","39","45","31","6","45","48","6","48","45","6","68","26","10","42","48"
"09","61903","0000000",,2016,90,"B",187,"182",181,11,"1",23,"21","2520.5","5","25","30","35","35","20","10","55","35","10","50","40","0","55","45","20","60","20"
"09","61903","0000000",,2016,90,"B",187,"182",182,11,"2",23,"20","2488.8","10","0","10","15","75","20","10","10","80","5","25","70","5","45","50","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",182,13,"2",187,"182","","2","8","10","30","60","182","5","26","69","2","35","63","3","42","54","0","0","0"
"09","61903","0000000",,2016,90,"B",187,"182",181,13,"1",187,"182","","4","20","24","27","49","181","9","46","45","9","38","52","7","62","31","9","56","35"
"09","61903","0000000",,2016,91,"B",753,"726",724,3,"2",120,"118","2422.9","12","29","41","32","27","118","25","39","36","19","51","30","19","57","24","0","0","0"
"09","61903","0000000",,2016,91,"B",753,"729",727,3,"1",120,"118","2407.3","16","22","38","30","32","118","16","49","35","14","53","34","19","63","18","13","58","29"
"09","61903","0000000",,2016,91,"B",753,"729",727,4,"1",135,"133","2426.1","14","19","32","20","47","133","14","41","45","19","40","41","11","66","23","8","57","35"
"09","61903","0000000",,2016,91,"B",753,"726",724,4,"2",135,"133","2443.0","8","19","26","39","35","133","11","36","53","12","53","35","12","44","44","0","0","0"
"09","61903","0000000",,2016,91,"B",753,"726",724,5,"2",128,"127","2450.6","1","9","9","42","49","127","3","35","62","3","35","61","1","43","56","0","0","0"
"09","61903","0000000",,2016,91,"B",753,"729",727,5,"1",128,"125","2472.7","7","24","31","34","34","125","10","48","42","8","49","43","9","68","23","18","65","18"
"09","61903","0000000",,2016,91,"B",753,"729",727,6,"1",117,"112","2502.8","8","30","38","29","33","112","10","53","38","20","38","43","10","77","13","22","59","19"
"09","61903","0000000",,2016,91,"B",753,"726",724,6,"2",117,"111","2487.4","3","22","24","34","41","111","7","38","55","5","54","41","6","56","38","0","0","0"
"09","61903","0000000",,2016,91,"B",753,"726",724,7,"2",89,"87","2488.1","2","9","11","43","46","87","7","36","57","6","36","59","5","52","44","0","0","0"
"09","61903","0000000",,2016,91,"B",753,"729",727,7,"1",89,"88","2494.4","1","23","24","34","42","88","8","43","49","10","41","49","2","70","27","10","60","30"
"09","61903","0000000",,2016,91,"B",753,"729",727,8,"1",77,"74","2533.1","11","27","38","23","39","74","22","45","34","15","43","42","18","59","23","16","47","36"
"09","61903","0000000",,2016,91,"B",753,"726",724,8,"2",77,"73","2493.5","11","10","21","24","56","72","14","25","61","11","53","36","8","40","51","0","0","0"
"09","61903","0000000",,2016,91,"B",753,"726",724,11,"2",87,"77","2502.3","1","9","11","29","61","76","7","25","68","3","46","51","4","51","45","0","0","0"
"09","61903","0000000",,2016,91,"B",753,"729",727,11,"1",87,"79","2520.4","6","22","29","38","34","77","10","65","25","10","44","45","8","53","39","12","52","36"
"09","61903","0000000",,2016,91,"B",753,"729",727,13,"1",753,"729","","9","24","33","29","38","727","13","49","39","14","44","42","11","66","23","14","58","28"
"09","61903","0000000",,2016,91,"B",753,"726",724,13,"2",753,"726","","5","16","21","35","43","724","11","34","55","9","47","44","8","49","43","0","0","0"
"09","61903","0000000",,2016,92,"B",266,"256",256,3,"2",57,"57","2435.0","14","37","51","28","21","57","26","47","26","32","46","23","23","61","16","0","0","0"
"09","61903","0000000",,2016,92,"B",266,"258",257,3,"1",57,"57","2426.4","23","26","49","25","26","57","23","46","32","16","60","25","26","63","11","23","56","21"
"09","61903","0000000",,2016,92,"B",266,"258",257,4,"1",41,"41","2465.0","24","27","51","15","34","41","24","39","37","27","41","32","12","78","10","22","54","24"
"09","61903","0000000",,2016,92,"B",266,"256",256,4,"2",41,"41","2487.3","20","37","56","27","17","41","34","41","24","32","46","22","24","56","20","0","0","0"
"09","61903","0000000",,2016,92,"B",266,"256",256,5,"2",35,"33","2473.1","12","18","30","24","45","33","18","21","61","15","36","48","9","48","42","0","0","0"
"09","61903","0000000",,2016,92,"B",266,"258",257,5,"1",35,"33","2497.2","24","21","45","24","30","33","18","55","27","24","52","24","15","64","21","33","45","21"
"09","61903","0000000",,2016,92,"B",266,"258",257,6,"1",43,"43","2529.8","12","42","53","33","14","43","19","56","26","19","58","23","21","70","9","26","70","5"
"09","61903","0000000",,2016,92,"B",266,"256",256,6,"2",43,"43","2512.5","5","28","33","40","28","43","14","56","30","0","63","37","7","67","26","0","0","0"
"09","61903","0000000",,2016,92,"B",266,"256",256,7,"2",35,"31","2556.3","16","39","55","26","19","31","29","48","23","23","48","29","26","55","19","0","0","0"
"09","61903","0000000",,2016,92,"B",266,"258",257,7,"1",35,"32","2550.8","9","34","44","44","13","32","16","53","31","28","56","16","19","69","13","25","59","16"
"09","61903","0000000",,2016,92,"B",266,"258",257,8,"1",30,"29","2544.5","17","28","45","21","34","29","31","38","31","24","41","34","17","59","24","17","52","31"
"09","61903","0000000",,2016,92,"B",266,"256",256,8,"2",30,"29","2507.1","3","31","34","17","48","29","24","14","62","3","55","41","14","34","52","0","0","0"
"09","61903","0000000",,2016,92,"B",266,"256",256,11,"2",25,"22","2565.4","18","14","32","23","45","22","27","18","55","18","45","36","23","41","36","0","0","0"
"09","61903","0000000",,2016,92,"B",266,"258",257,11,"1",25,"23","2591.5","32","23","55","18","27","22","36","41","23","32","32","36","18","64","18","27","45","27"
"09","61903","0000000",,2016,92,"B",266,"258",257,13,"1",266,"258","","20","29","49","26","25","257","23","47","30","23","51","26","19","67","14","25","56","20"
"09","61903","0000000",,2016,92,"B",266,"256",256,13,"2",266,"256","","13","30","43","27","30","256","25","38","37","19","49","32","18","54","28","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"347",346,3,"1",56,"56","2450.0","32","30","63","21","16","56","39","39","21","25","57","18","30","63","7","21","59","20"
"09","61903","0000000",,2016,93,"B",367,"348",347,3,"2",56,"56","2447.3","21","38","59","29","13","56","41","38","21","32","50","18","41","41","18","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"348",347,4,"2",57,"56","2494.3","25","34","59","29","13","56","38","34","29","21","59","20","39","45","16","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"347",346,4,"1",57,"55","2507.8","45","24","69","15","16","55","35","47","18","45","40","15","27","60","13","31","62","7"
"09","61903","0000000",,2016,93,"B",367,"347",346,5,"1",75,"74","2554.7","42","36","78","14","8","74","36","53","11","47","39","14","34","62","4","50","46","4"
"09","61903","0000000",,2016,93,"B",367,"348",347,5,"2",75,"74","2524.0","20","30","50","36","14","74","31","45","24","23","57","20","28","57","15","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"348",347,6,"2",41,"39","2550.5","26","28","54","23","23","39","38","33","28","28","41","31","28","59","13","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"347",346,6,"1",41,"39","2566.5","33","33","67","21","13","39","31","46","23","41","44","15","33","59","8","44","44","13"
"09","61903","0000000",,2016,93,"B",367,"347",346,7,"1",46,"40","2584.0","20","48","68","18","15","40","30","58","13","38","48","15","30","65","5","28","65","8"
"09","61903","0000000",,2016,93,"B",367,"348",347,7,"2",46,"40","2574.4","20","40","60","30","10","40","35","50","15","28","53","20","25","58","18","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"348",347,8,"2",53,"46","2580.4","13","41","54","35","11","46","22","61","17","24","65","11","22","65","13","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"347",346,8,"1",53,"46","2618.6","30","46","76","15","9","46","50","41","9","46","39","15","41","57","2","39","52","9"
"09","61903","0000000",,2016,93,"B",367,"347",346,11,"1",39,"37","2628.1","42","28","69","11","19","36","47","39","14","39","44","17","25","61","14","53","36","11"
"09","61903","0000000",,2016,93,"B",367,"348",347,11,"2",39,"37","2619.0","17","33","50","25","25","36","31","36","33","25","56","19","19","61","19","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"348",347,13,"2",367,"348","","20","35","55","30","15","347","34","42","24","26","55","20","30","54","16","0","0","0"
"09","61903","0000000",,2016,93,"B",367,"347",346,13,"1",367,"347","","36","35","71","16","13","346","38","47","15","40","44","15","32","61","7","38","52","10"
"09","61903","0000000",,2016,94,"B",230,"211",211,3,"2",44,"44","2477.7","39","32","70","18","11","44","55","34","11","52","36","11","39","57","5","0","0","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,3,"1",44,"43","2487.8","49","30","79","16","5","43","47","47","7","49","40","12","33","67","0","44","53","2"
"09","61903","0000000",,2016,94,"B",230,"211",211,4,"1",34,"31","2540.3","55","26","81","10","10","31","55","35","10","58","32","10","32","65","3","58","32","10"
"09","61903","0000000",,2016,94,"B",230,"211",211,4,"2",34,"31","2544.5","58","23","81","13","6","31","68","19","13","58","32","10","65","26","10","0","0","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,5,"2",32,"31","2540.7","42","16","58","23","19","31","48","23","29","35","35","29","32","45","23","0","0","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,5,"1",32,"31","2562.7","48","32","81","6","13","31","52","29","19","45","42","13","32","61","6","52","48","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,6,"1",41,"40","2584.0","33","40","73","23","5","40","40","50","10","48","35","18","23","75","3","45","55","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,6,"2",41,"40","2580.9","35","30","65","25","10","40","48","33","20","30","60","10","35","53","13","0","0","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,7,"2",24,"20","2591.4","35","20","55","45","0","20","45","45","10","45","55","0","30","60","10","0","0","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,7,"1",24,"21","2594.4","29","43","71","19","10","21","43","52","5","43","43","14","29","67","5","33","57","10"
"09","61903","0000000",,2016,94,"B",230,"211",211,8,"1",22,"17","2620.5","29","53","82","12","6","17","59","35","6","35","53","12","35","59","6","24","71","6"
"09","61903","0000000",,2016,94,"B",230,"211",211,8,"2",22,"17","2609.8","47","12","59","24","18","17","47","35","18","47","41","12","35","41","24","0","0","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,11,"2",33,"28","2635.6","36","18","54","25","21","28","43","29","29","36","39","25","39","46","14","0","0","0"
"09","61903","0000000",,2016,94,"B",230,"211",211,11,"1",33,"28","2655.9","43","32","75","14","11","28","68","21","11","43","43","14","43","46","11","54","36","11"
"09","61903","0000000",,2016,94,"B",230,"211",211,13,"1",230,"211","","42","35","77","15","8","211","51","39","10","47","40","13","32","64","4","46","49","5"
"09","61903","0000000",,2016,94,"B",230,"211",211,13,"2",230,"211","","41","23","64","23","12","211","51","30","18","43","43","14","40","47","13","0","0","0"
"09","61903","0000000",,2016,99,"B",1800,"1715",1708,3,"2",281,"279","2438.3","18","33","51","29","21","279","33","40","27","29","48","23","28","56","16","0","0","0"
"09","61903","0000000",,2016,99,"B",1800,"1717",1710,3,"1",281,"277","2427.8","25","24","48","26","25","277","25","47","29","21","52","27","22","65","13","20","56","23"
"09","61903","0000000",,2016,99,"B",1800,"1717",1710,4,"1",275,"267","2468.0","27","21","48","20","32","267","25","45","31","30","43","27","16","70","13","23","53","24"
